0,100,100,100,100,100,100,100,100,100
0.0,8.47303297505646e-226,1.5194591980385983e-140,5.1246109464096405e-115,1.3340636953297199e-104,5.3525021419644234e-98,8.534148719360159e-95,2.231637516804858e-92,5.835621302348641e-90,1.5259859958432081e-87
0.1133,0.3711,0.5684,0.6479,0.669,0.7114,0.7693,0.7446,0.816,0.7882
