0,30,30,30,30,30,30
0,4.157794570897895e-09,2.056983507121686e-06,2.7213616920212074e-05,0.0001695452366567236,0.0010562942572927311,nan
0.0668,0.2029,0.3469,0.5285,0.6298,0.647,nan
